;GW-Nummer;AQUIFER;Messstelle;Datum;RECHTSWERT;HOCHWERT;Nitrat
251;251;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);251;2019-09-23 10:15:00+00:00;553346.337;5303150.664;0.825
252;252;Quartär Moränen (Alpenvorland);252;2019-09-10 07:20:00+00:00;550146.6133;5281610.064;19.6
253;253;Lias und Dogger (Albvorland);253;2019-09-26 08:50:00+00:00;568952.9763;5411420.112;14.2
254;254;Lettenkeuper;254;2019-09-10 10:00:00+00:00;574814.8238;5455431.408;1.84
255;255;Malm Weißjura (Schwäbische Alb);255;2019-09-11 08:50:00+00:00;590798.2103;5394989.69;10.125
256;256;Lias und Dogger (Albvorland);256;2019-09-12 09:10:00+00:00;603813.0059;5414212.859;62.06666667
257;257;Buntsandstein;257;2019-12-03 07:45:00+00:00;460754.1269;5383683.797;2.68125
258;258;Buntsandstein;258;2019-09-19 10:40:00+00:00;456791.8222;5361254.198;3.65
259;259;Buntsandstein;259;2019-09-18 13:30:00+00:00;455372.3829;5357825.582;3.544444444
260;260;Buntsandstein;260;2019-09-25 07:41:00+00:00;471737.8952;5404763.841;12.18
261;261;Buntsandstein;261;2019-09-12 08:50:00+00:00;466787.8819;5379556.927;3.3125
262;262;Lettenkeuper;262;2019-09-03 13:50:00+00:00;469916.6;5342981.549;19.7
263;263;Gipskeuper, mineralisiert;263;2019-09-19 12:15:00+00:00;466382.0541;5313546.173;20.7125
264;264;Buntsandstein;264;2019-09-04 13:15:00+00:00;481192.8513;5416763.501;17.2
265;265;Buntsandstein;265;2019-09-03 09:15:00+00:00;477909.9869;5415689.58;50.65
266;266;Muschelkalk;266;2019-09-25 10:00:00+00:00;485792.3283;5392687.653;8.06
267;267;Muschelkalk;267;2019-09-10 07:50:00+00:00;478452.2636;5373719.292;36.14
268;268;Quartär Talfüllungen;268;2019-09-05 09:45:00+00:00;482530.5951;5323399.287;29.8
269;269;Lettenkeuper;269;2019-09-11 10:20:00+00:00;503277.4658;5446781.125;33.1125
270;270;Quartär Talfüllungen;270;2019-09-03 10:35:00+00:00;501983.8585;5339762.89;28.975
271;271;Quartär Moränen (Alpenvorland);271;2019-09-11 07:15:00+00:00;511520.1176;5299878.779;37.1125
272;272;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);272;2019-09-19 09:35:00+00:00;524481.588;5307722.995;19.075
273;273;Buntsandstein;273;2019-09-09 11:00:00+00:00;534210.3523;5497151.865;31
274;274;Quartär Talfüllungen;274;2019-09-03 08:05:00+00:00;529798.8751;5454184.062;10.82
275;275;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);275;2019-11-19 12:00:00+00:00;533903.331;5331904.234;0.44
276;276;Muschelkalk;276;2019-12-04 14:20:00+00:00;546246.3474;5464123.076;26.36666667
277;277;Lettenkeuper;277;2019-09-05 06:35:00+00:00;550792.4426;5450923.323;0.442857143
278;278;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);278;2019-11-04 11:00:00+00:00;568687.1523;5300588.719;25.83125
279;279;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);279;2019-09-03 11:55:00+00:00;591789.7903;5376324.11;36.46666667
280;280;Buntsandstein;280;2019-11-26 10:00:00+00:00;451237.0698;5351836.957;2.5125
281;281;Buntsandstein;281;2019-12-09 12:20:00+00:00;468401.2292;5407913.651;5.925
282;282;Buntsandstein;282;2019-09-25 10:20:00+00:00;470836.2454;5400438.648;5.625
283;283;Buntsandstein;283;2019-09-12 10:40:00+00:00;468869.0662;5379743.804;6.816666667
284;284;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);284;2019-09-05 09:00:00+00:00;476939.1295;5474674.215;24.1875
285;285;Lettenkeuper;285;2019-09-18 06:45:00+00:00;479123.975;5360262.663;41.925
286;286;Buntsandstein;286;2019-10-29 12:20:00+00:00;491307.2174;5464213.177;27.75
287;287;Tertiär (Albsüdrand und Alpenvorland);287;2019-09-18 08:10:00+00:00;489350.8052;5306488.059;58.58
288;288;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);288;2019-09-26 05:49:00+00:00;500642.344;5298842.155;17.46666667
289;289;Gipskeuper (Fuß des Keuperberglandes);289;2018-09-26 09:30:00+00:00;516310.2373;5439258.003;58.8
290;290;Quartär Moränen (Alpenvorland);290;2019-09-11 08:20:00+00:00;514015.6579;5299387.146;8.566666667
291;291;Muschelkalk;291;2019-10-21 09:32:00+00:00;546709.2501;5494004.064;35.29545455
292;292;Lettenkeuper;292;2019-09-10 06:30:00+00:00;539374.0398;5452358.798;2
293;293;Lettenkeuper;293;2019-09-04 15:10:00+00:00;553101.5718;5454642.776;2.86
294;294;Lettenkeuper;294;2019-09-09 10:15:00+00:00;555965.0878;5448708.476;31.82
295;295;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);295;2019-09-23 10:50:00+00:00;554207.9908;5303706.003;0.5
296;296;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);296;2019-09-18 07:45:00+00:00;402203.4981;5312608.427;48.24555556
297;297;Quartär Talfüllungen;297;2019-12-03 10:25:00+00:00;399609.5994;5266566.833;5.128571429
298;298;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);298;2019-10-15 00:00:00+00:00;437279.5708;5397094.928;34.75416667
299;299;Buntsandstein;299;2019-09-05 10:32:00+00:00;455212.45;5394251.124;3.38
300;300;Buntsandstein;300;2019-09-09 07:15:00+00:00;454805.6148;5336264.07;9.025
301;301;Lettenkeuper;301;2019-09-09 09:30:00+00:00;473089.3375;5338944.092;26.6
302;302;Muschelkalk;302;2019-09-09 08:00:00+00:00;465418.417;5336409.195;20.64166667
303;303;Quartär Talfüllungen;303;2019-09-25 08:30:00+00:00;474334.879;5307555.531;9.04
304;304;Buntsandstein;304;2019-09-04 11:07:00+00:00;478345.3205;5415824.493;34.9
305;305;Muschelkalk;305;2019-09-10 08:30:00+00:00;477702.5741;5373015.575;32.84
306;306;Quartär Talfüllungen;306;2019-09-04 08:30:00+00:00;507917.4832;5348300.534;7.125
307;307;Quartär Talfüllungen;307;2019-09-02 11:30:00+00:00;514538.9622;5454946.73;23.74
308;308;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);308;2019-09-23 07:15:00+00:00;536759.9186;5319011.283;34.93333333
309;309;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);309;2019-09-16 08:10:00+00:00;534014.1865;5285708.658;22.16
310;310;Buntsandstein;310;2019-08-27 09:30:00+00:00;538799.4839;5512694.49;17.72
311;311;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);311;2019-09-23 22:00:00+00:00;542066.8199;5317388.856;66.43333333
312;312;Quartär Talfüllungen;312;2019-09-04 11:45:00+00:00;551024.4038;5458655.248;10.16
313;313;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);313;2019-12-05 08:20:00+00:00;554322.925;5304467.144;22.43076923
314;314;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);314;2019-09-24 07:40:00+00:00;572165.5852;5361029.308;9.566666667
315;315;Malm Weißjura (Schwäbische Alb);315;2019-09-04 06:15:00+00:00;595031.5076;5395442.395;12.76666667
316;316;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);316;2019-09-10 06:25:00+00:00;399945.3925;5315746.134;34.11111111
317;317;Buntsandstein;317;2019-09-25 09:10:00+00:00;461438.0263;5393591.375;2.088888889
318;318;Muschelkalk;318;2019-09-24 07:58:00+00:00;458352.267;5308419.183;11.05
319;319;Buntsandstein;319;2019-11-11 09:15:00+00:00;471913.858;5408663.369;6.866666667
320;320;Muschelkalk;320;2019-11-11 06:50:00+00:00;467652.5558;5352197.869;30.08571429
321;321;Buntsandstein;321;2019-09-25 13:05:00+00:00;478448.2714;5415209.687;14.375
322;322;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);322;2018-09-19 05:25:00+00:00;493088.7153;5299903.442;26.2
323;323;Malm Weißjura (Schwäbische Alb);323;2019-09-04 09:05:00+00:00;508061.4097;5348759.347;15.45
324;324;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);324;2019-09-26 11:26:00+00:00;508441.9175;5315734.018;32.1
325;325;Malm Weißjura (Schwäbische Alb);325;2019-09-11 09:10:00+00:00;531724.9092;5358508.454;24.68888889
326;326;Muschelkalk;326;2019-11-18 09:15:00+00:00;552154.119;5501887.867;40.5
327;327;Malm Weißjura (Schwäbische Alb);327;2019-12-10 08:50:00+00:00;564253.8156;5387193.864;29.54705882
328;328;Lias und Dogger (Albvorland);328;2019-08-26 08:00:00+00:00;593477.1894;5425547.348;52.44
329;329;Quartär Talfüllungen;329;2019-12-03 09:10:00+00:00;399814.847;5266530.96;16.8
330;330;Muschelkalk;330;2019-11-13 07:55:00+00:00;467409.746;5432983.587;54.42352941
331;331;Buntsandstein;331;2019-09-11 12:30:00+00:00;479158.4342;5415538.257;4.175
332;332;Quartär Talfüllungen;332;2019-09-17 07:30:00+00:00;490084.5929;5318024.537;7.875
333;333;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);333;2019-09-11 08:40:00+00:00;490765.3202;5297276.709;38.05
334;334;Quartär Talfüllungen;334;2019-09-04 07:50:00+00:00;509502.8352;5348444.455;9.7
335;335;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);335;2019-09-13 06:35:00+00:00;500256.5783;5288363.336;23.775
336;336;Buntsandstein;336;2019-09-11 08:10:00+00:00;517332.6214;5487214.678;9.64
337;337;Malm Weißjura (Schwäbische Alb);337;2019-09-11 09:30:00+00:00;531290.6552;5357720.836;14.1
338;338;Quartär mächtiger Löss (Vorbergzone);338;2019-12-02 08:30:00+00:00;545740.0638;5439552.016;45.06666667
339;339;Muschelkalk;339;2019-11-18 09:50:00+00:00;556182.5228;5502022.835;43.09714286
340;340;Lettenkeuper;340;2019-09-09 13:10:00+00:00;551854.03;5444021.094;52.88
341;341;Muschelkalk;341;2019-09-03 07:10:00+00:00;560251.7922;5488576.205;42.12666667
342;342;Muschelkalk;342;2019-11-12 00:00:00+00:00;566832.1622;5480470.425;54.8125
343;343;Höherer Keuper (Keuperbergland);343;2019-09-25 06:20:00+00:00;571611.0733;5437103.785;28.75
344;344;Malm Weißjura (Schwäbische Alb);344;2019-09-10 08:00:00+00:00;565878.1689;5377637.62;47.15555556
345;345;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);345;2019-09-19 18:30:00+00:00;567830.4958;5301248.545;20
346;346;Lias und Dogger (Albvorland);346;2019-09-30 13:00:00+00:00;591635.9516;5423549.15;13.08333333
347;347;Buntsandstein;347;2019-09-09 12:00:00+00:00;458448.2048;5333620.186;10.475
348;348;Muschelkalk;348;2019-09-25 10:20:00+00:00;465454.3626;5331318.191;22.2125
349;349;Buntsandstein;349;2019-09-11 09:00:00+00:00;478363.4372;5414921.21;18.525
350;350;Buntsandstein;350;2019-09-25 06:20:00+00:00;477158.7823;5402941.573;7.833333333
351;351;Muschelkalk;351;2019-09-09 07:45:00+00:00;475684.3084;5379986.851;20.77272727
352;352;Muschelkalk;352;2019-09-05 12:05:00+00:00;494416.8533;5376448.182;16.8
353;353;Quartär Moränen (Alpenvorland);353;2019-09-16 12:25:00+00:00;525085.7782;5287281.904;27.9
354;354;Lettenkeuper;354;2019-09-02 07:30:00+00:00;539772.8472;5447008.85;9.98
355;355;Malm Weißjura (Schwäbische Alb);355;2019-11-27 13:35:00+00:00;539058.9311;5375588.595;13.8
356;356;Quartär Moränen (Alpenvorland);356;2019-11-21 09:00:00+00:00;546312.1406;5316182.358;39.35555556
357;357;Muschelkalk;357;2019-09-03 11:00:00+00:00;550078.8386;5470705.332;3.1
358;358;Buntsandstein;358;2019-12-03 13:15:00+00:00;461839.8502;5400238.709;3.69375
359;359;Muschelkalk;359;2019-09-24 07:20:00+00:00;462513.6409;5309508.782;16.3
360;360;Buntsandstein;360;2019-12-10 12:45:00+00:00;485530.5781;5483195.649;6.88125
361;361;Buntsandstein;361;2019-09-11 10:25:00+00:00;479515.681;5415811.731;18
362;362;Buntsandstein;362;2019-10-02 10:40:00+00:00;480253.697;5403024.062;19.1
363;363;Muschelkalk;363;2019-09-10 11:00:00+00:00;480864.2707;5380797.46;41.64
364;364;Malm Weißjura (Schwäbische Alb);364;2019-09-02 09:30:00+00:00;495416.492;5347250.939;2.26
365;365;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);365;2019-09-26 10:10:00+00:00;508470.1711;5315545.556;19.14
366;366;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);366;2017-12-22 09:05:00+00:00;504002.1023;5285550.515;31.9
367;367;Höherer Keuper (Keuperbergland);367;2019-11-13 10:50:00+00:00;537001.9764;5445341.549;35.165
368;368;Quartär Moränen (Alpenvorland);368;2019-09-10 10:00:00+00:00;547336.5467;5316370.432;10.63333333
369;369;Quartär Talfüllungen;369;2019-09-24 10:00:00+00:00;565188.812;5481535.979;43.48888889
370;370;Quartär Talfüllungen;370;2019-09-19 06:45:00+00:00;569942.0209;5361419.998;18.2
371;371;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);371;2019-09-18 12:20:00+00:00;573597.159;5311783.205;18.26666667
372;372;Malm Weißjura (Schwäbische Alb);372;2019-09-18 13:30:00+00:00;467747.506;5304041.903;13.82
373;373;Muschelkalk;373;2019-09-09 11:30:00+00:00;478951.0067;5378796.318;26.9
374;374;Quartär Moränen (Alpenvorland);374;2019-05-07 11:50:00+00:00;502805.5812;5289272.031;14.45714286
375;375;Buntsandstein;375;2019-09-11 07:15:00+00:00;514958.896;5488783.237;10.875
376;376;Quartär Talfüllungen;376;2019-10-01 08:30:00+00:00;513512.3424;5440775.465;52.07142857
377;377;Buntsandstein;377;2019-09-18 11:50:00+00:00;534786.0978;5502617.66;44.65555556
378;378;Malm Weißjura (Schwäbische Alb);378;2019-09-11 08:00:00+00:00;534305.907;5357370.885;20.4
379;379;Tertiär (Albsüdrand und Alpenvorland);379;2019-12-05 14:30:00+00:00;532436.6388;5341837.116;41.2
380;380;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);380;2019-09-16 09:00:00+00:00;534029.1978;5285770.542;21.475
381;381;Höherer Keuper (Keuperbergland);381;2019-09-16 11:15:00+00:00;543827.1981;5439113.071;22.2125
382;382;Muschelkalk;382;2018-09-10 10:15:00+00:00;548595.4633;5464847.803;30.9
383;383;Quartär Talfüllungen;383;2019-09-02 09:10:00+00:00;552323.6253;5382425.693;10.38888889
384;384;Quartär Moränen (Alpenvorland);384;2019-09-25 07:00:00+00:00;557450.0028;5278552.673;22.625
385;385;Höherer Keuper (Keuperbergland);385;2019-07-03 12:00:00+00:00;583528.2105;5419693.699;16.41428571
386;386;Quartär Talfüllungen;386;2019-09-03 08:30:00+00:00;584740.5884;5391152.109;17.51428571
387;387;Lettenkeuper;387;2019-09-10 11:25:00+00:00;478663.173;5420595.584;16.1
388;388;Muschelkalk;388;2019-09-04 11:55:00+00:00;484830.7757;5396700.053;19.73333333
389;389;Malm Weißjura (Schwäbische Alb);389;2019-09-25 08:45:00+00:00;480497.3795;5315979.511;9.48
390;390;Tertiär (Albsüdrand und Alpenvorland);390;2019-11-19 12:26:00+00:00;475669.4034;5296075.127;68.77857143
391;391;Lias und Dogger (Albvorland);391;2019-09-04 10:15:00+00:00;496417.1571;5358809.283;14.625
392;392;Malm Weißjura (Schwäbische Alb);392;2019-09-04 09:30:00+00:00;509263.1392;5349008.155;17.11428571
393;393;Malm Weißjura (Schwäbische Alb);393;2019-10-22 09:40:00+00:00;504937.5984;5326993.004;7.15
394;394;Muschelkalk;394;2019-09-25 10:55:00+00:00;525595.4798;5464025.173;12.5
395;395;Muschelkalk;395;2019-09-03 09:30:00+00:00;527123.9779;5457415.806;5.68
396;396;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);396;2019-09-25 11:10:00+00:00;533903.1959;5290442.758;60.625
397;397;Muschelkalk;397;2019-12-03 10:00:00+00:00;542339.2616;5494465.376;37.15333333
398;398;Quartär Talfüllungen;398;2019-09-17 11:00:00+00:00;553282.188;5352744.667;18.075
399;399;Quartär Moränen (Alpenvorland);399;2019-09-25 08:25:00+00:00;562451.6541;5292028.034;11.675
400;400;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);400;2019-09-17 07:10:00+00:00;404756.4847;5304751.138;7.225
401;401;Buntsandstein;401;2019-09-09 05:50:00+00:00;454863.5157;5348332.332;6.16
402;402;Tertiär (Albsüdrand und Alpenvorland);402;2019-11-20 08:46:00+00:00;471769.957;5298359.188;33.40625
403;403;Lettenkeuper;403;2019-09-24 07:15:00+00:00;478813.1474;5425338.681;14.05
404;404;Buntsandstein;404;2019-09-25 07:10:00+00:00;479822.6417;5402402.869;11.21666667
405;405;Buntsandstein;405;2019-09-09 10:05:00+00:00;477528.6454;5379543.011;18.36
406;406;Tertiär (Albsüdrand und Alpenvorland);406;2019-09-10 08:23:00+00:00;480032.6346;5299218.914;27.64444444
407;407;Quartär Talfüllungen;407;2019-11-26 07:30:00+00:00;517867.463;5382805.706;11.9
408;408;Quartär Talfüllungen;408;2019-12-04 13:25:00+00:00;546961.0514;5460684.393;15.4
409;409;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);409;2019-09-24 06:30:00+00:00;541688.1936;5271855.282;19.12
410;410;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);410;2019-09-17 13:25:00+00:00;395174.3506;5308026.264;17.71111111
411;411;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);411;2019-09-06 08:40:00+00:00;473512.2625;5492185.032;0.5
412;412;Muschelkalk;412;2019-09-09 08:45:00+00:00;476401.042;5380358.632;13.62222222
413;413;Quartär Talfüllungen;413;2019-09-25 07:45:00+00:00;487327.6547;5315303.533;0.5
414;414;Höherer Keuper (Keuperbergland);414;2019-12-10 09:00:00+00:00;534540.9207;5438983.154;14.26470588
415;415;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);415;2019-09-19 12:45:00+00:00;549045.0128;5318931.271;50.85555556
416;416;Muschelkalk;416;2019-09-03 09:15:00+00:00;549644.0085;5467604.666;31.3625
417;417;Malm Weißjura (Schwäbische Alb);417;2019-09-05 12:05:00+00:00;564783.5845;5400820.351;3.23
418;418;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);418;2019-09-03 07:42:00+00:00;444276.7722;5410764.515;13.58888889
419;419;Buntsandstein;419;2019-11-26 09:15:00+00:00;451903.7567;5340647.323;5.5875
420;420;Muschelkalk;420;2019-09-05 10:40:00+00:00;473936.0358;5360853.47;59.32
421;421;Gipskeuper (Fuß des Keuperberglandes);421;2019-09-09 12:35:00+00:00;474794.6901;5352787.636;11.95
422;422;Buntsandstein;422;2019-09-04 07:21:00+00:00;480889.8809;5416888.036;39.25
423;423;Muschelkalk;423;2019-11-12 07:30:00+00:00;478567.1674;5375818.509;34.51176471
424;424;Quartär Talfüllungen;424;2019-09-18 12:50:00+00:00;483599.1726;5312355.686;9.766666667
425;425;Malm Weißjura (Schwäbische Alb);425;2019-09-11 09:55:00+00:00;511979.8365;5363803.283;10.59230769
426;426;Quartär Talfüllungen;426;2019-11-26 08:00:00+00:00;516508.1879;5458025.499;19.46842105
427;427;Malm Weißjura (Schwäbische Alb);427;2019-12-18 09:15:00+00:00;519457.0161;5378423.668;25.47
428;428;Malm Weißjura (Schwäbische Alb);428;2019-09-04 13:40:00+00:00;531706.8663;5366652.162;11.61111111
429;429;Malm Weißjura (Schwäbische Alb);429;2019-09-11 10:15:00+00:00;531762.2614;5360327.961;18.42222222
430;430;Tertiär (Albsüdrand und Alpenvorland);430;2019-09-25 07:40:00+00:00;533781.1195;5344590.979;57.325
431;431;Muschelkalk;431;2019-09-05 10:00:00+00:00;544191.0736;5452066.918;20.0875
432;432;Malm Weißjura (Schwäbische Alb);432;2019-09-11 11:00:00+00:00;545783.229;5358125.579;13.9
433;433;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);433;2019-09-03 12:15:00+00:00;553283.2456;5333213.895;43.66
434;434;Tertiär (Vorbergzone);434;2019-03-21 13:35:00+00:00;395436.2667;5278999.789;36.65
435;435;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);435;2019-09-09 12:20:00+00:00;470360.8913;5463732.785;0.366666667
436;436;Muschelkalk;436;2019-09-25 12:00:00+00:00;463869.013;5363593.248;41
437;437;Kristallin (Odenwald);437;2019-09-10 06:55:00+00:00;477343.8493;5493700.54;23.9375
438;438;Muschelkalk;438;2018-11-21 10:30:00+00:00;480020.6124;5418219.504;15.775
439;439;Quartär Talfüllungen;439;2019-09-18 10:00:00+00:00;479982.6031;5309314.828;14.175
440;440;Lettenkeuper;440;2019-09-05 09:20:00+00:00;544656.9208;5453487.279;34.375
441;441;Quartär Talfüllungen;441;2019-09-09 10:20:00+00:00;555499.6549;5468490.233;10.9625
442;442;Höherer Keuper (Keuperbergland);442;2019-09-25 12:15:00+00:00;558672.2041;5419828.725;8.083333333
443;443;Quartär Talfüllungen;443;2019-09-24 06:30:00+00:00;551793.7892;5394410.912;12.7
444;444;Muschelkalk;444;2019-09-05 12:30:00+00:00;464575.6431;5362931.62;45.76
445;445;Quartär Talfüllungen;445;2019-09-17 12:30:00+00:00;483636.1158;5315896.257;13.725
446;446;Muschelkalk;446;2019-09-03 12:30:00+00:00;526508.1939;5470182.675;19.2
447;447;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);447;2019-09-25 15:15:00+00:00;525421.3148;5322624.064;18.58
448;448;Lettenkeuper;448;2019-09-03 11:40:00+00:00;536601.9989;5456023.996;47.62
449;449;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);449;2019-11-05 10:11:00+00:00;547882.4538;5318872.337;52.376
450;450;Quartär Talfüllungen;450;2019-09-11 07:45:00+00:00;551111.5545;5491513.763;26.62666667
451;451;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);451;2019-09-23 13:45:00+00:00;553063.4511;5297879.807;7.4
452;452;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);452;2019-09-19 09:30:00+00:00;567004.7829;5306385.38;23.51666667
453;453;Lettenkeuper;453;2019-09-12 13:15:00+00:00;578303.3959;5444776.686;3.5
454;454;Malm Weißjura (Schwäbische Alb);454;2019-09-19 11:30:00+00:00;584650.6563;5392359.739;26.68
455;455;Muschelkalk;455;2019-09-04 10:03:00+00:00;457262.5976;5295035.838;49.425
456;456;Muschelkalk;456;2019-09-05 06:50:00+00:00;471612.9424;5361527.113;26.88333333
457;457;Lias und Dogger (Albvorland);457;2019-09-02 13:30:00+00:00;476829.9019;5343970.205;13.3
458;458;Lias und Dogger (Albvorland);458;2019-09-05 07:15:00+00:00;477959.5206;5318584.97;56.26666667
459;459;Lettenkeuper;459;2019-09-11 07:50:00+00:00;489798.7704;5456219.334;24.03333333
460;460;Malm Weißjura (Schwäbische Alb);460;2019-09-02 07:10:00+00:00;498253.3633;5339557.963;5.8
461;461;Buntsandstein;461;2019-09-11 09:45:00+00:00;519602.0887;5485837.33;46.34
462;462;Quartär Talfüllungen;462;2019-12-18 07:15:00+00:00;520751.3208;5376498.248;19.88333333
463;463;Gipskeuper (Fuß des Keuperberglandes);463;2019-12-03 15:10:00+00:00;533829.2234;5447964.541;63.87647059
464;464;Malm Weißjura (Schwäbische Alb);464;2019-09-04 12:55:00+00:00;534700.6583;5365512.232;18.78888889
465;465;Malm Weißjura (Schwäbische Alb);465;2019-09-11 07:00:00+00:00;537464.6464;5352122.904;24.21111111
466;466;Quartär Talfüllungen;466;2019-10-21 11:09:00+00:00;549320.2406;5494876.685;31.40434783
467;467;Malm Weißjura (Schwäbische Alb);467;2019-09-04 09:30:00+00:00;581831.766;5398869.044;14.15714286
468;468;Lias und Dogger (Albvorland);468;2019-09-12 06:55:00+00:00;586291.0323;5416305.054;68.25
469;469;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);469;2019-09-25 07:14:00+00:00;396567.8147;5302317.553;62.6125
470;470;Tertiär (Vorbergzone);470;2019-09-17 11:10:00+00:00;394696.5393;5278566.991;25.71111111
471;471;Quartär Talfüllungen;471;2019-12-03 12:45:00+00:00;399894.5146;5266321.934;10.1
472;472;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);472;2019-12-12 07:15:00+00:00;466218.1528;5441397.328;39.6875
473;473;Muschelkalk;473;2019-09-05 11:30:00+00:00;464318.8548;5368231.485;11.1
474;474;Buntsandstein;474;2019-09-04 08:38:00+00:00;480650.8554;5416578.156;26.175
475;475;Lettenkeuper;475;2019-09-10 08:15:00+00:00;532079.9639;5446176.23;33.68
476;476;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);476;2019-09-16 08:50:00+00:00;525474.4545;5322118.016;39.75
477;477;Muschelkalk;477;2019-09-02 09:15:00+00:00;550699.667;5491472.106;22.28
478;478;Lias und Dogger (Albvorland);478;2019-09-23 09:15:00+00:00;554413.7953;5399475.895;1.74
479;479;Muschelkalk;479;2018-09-17 14:00:00+00:00;574295.0135;5447889.444;15.76666667
480;480;Malm Weißjura (Schwäbische Alb);480;2019-09-04 09:00:00+00:00;582231.6483;5399291.939;19.5
481;481;Malm Weißjura (Schwäbische Alb);481;2019-12-10 10:30:00+00:00;585325.3722;5392461.676;1.671428571
482;482;Quartär mächtiger Löss (Vorbergzone);482;2019-09-30 11:55:00+00:00;395077.3823;5293968.887;45.35555556
483;483;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);483;2019-09-10 12:40:00+00:00;429930.5208;5398165.528;5.3
484;484;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);484;2019-12-12 07:30:00+00:00;466258.1642;5441282.355;44.1375
485;485;Muschelkalk;485;2019-09-05 09:45:00+00:00;492092.8126;5420485.484;34.05
486;486;Lettenkeuper;486;2018-09-04 13:00:00+00:00;535950.3919;5449545.94;27.1
487;487;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);487;2019-09-03 10:40:00+00:00;555800.2692;5333498.892;33.54
488;488;Höherer Keuper (Keuperbergland);488;2019-09-17 08:50:00+00:00;584164.0382;5446090.328;54.54
489;489;Höherer Keuper (Keuperbergland);489;2019-12-02 11:15:00+00:00;576559.0465;5430589.41;36.26666667
490;490;Malm Weißjura (Schwäbische Alb);490;2019-09-17 10:04:00+00:00;580472.3527;5402677.534;16.44444444
491;491;Lettenkeuper;491;2019-09-11 07:20:00+00:00;509430.9978;5443761.31;32.63571429
492;492;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);492;2019-09-25 11:30:00+00:00;558183.3574;5314608.076;27.42727273
493;493;Muschelkalk;493;2019-09-09 07:45:00+00:00;563769.4225;5488318.38;18.55
494;494;Lettenkeuper;494;2019-09-12 11:00:00+00:00;578628.249;5448052.347;2.9
495;495;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);495;2019-09-12 08:55:00+00:00;438814.0504;5413078.666;13.33333333
496;496;Muschelkalk;496;2019-09-25 10:05:00+00:00;466388.0445;5363173.465;29.85
497;497;Malm Weißjura (Schwäbische Alb);497;2019-09-04 09:10:00+00:00;514608.7879;5348829.294;9.82
498;498;Quartär Talfüllungen;498;2019-09-09 08:45:00+00:00;547021.1468;5500263.551;35.82666667
499;499;Quartär Talfüllungen;499;2019-09-02 12:39:00+00:00;550372.36;5394122.055;19.1
500;500;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);500;2019-09-03 09:10:00+00:00;556248.0492;5333211.486;27.43
